,Ticker,Drug,Indication,Stage,Catalyst-date,Catalyst-note
1196,RGNX,RGX-501,Homozygous familial hypercholesterolemia (HoFH),phase1.5,08/08/2018,"Phase 1/2 interim data released August 8, 2018. Four SAEs + no improvement in LDL levels of low dose cohort. Further data due 4Q 2018."
1197,PRTK,Omadacycline,Acute bacterial skin and skin structure infections (ABSSSI),,08/08/2018,"PDUFA date under priority review estimated October 4, 2018. Advisory Committee Meeting August 8, 2018 voted 14-4 in support of approval."
1198,SBBP,COR-003 (levoketoconazole) - SONICS,Endogenous Cushing’s syndrome,phase3,08/08/2018,"Phase 3 data released August 8, 2018. Primary endpoint met."
1199,UTHR,Orenitram ,Pulmonary arterial hypertension (PAH),phase3,08/08/2018,"Phase 3 data released August 8, 2018. Primary endpoint met."
1200,ALNY,Patisiran ,Familial Amyloidotic Polyneuropathy (FAP) in Patients with ATTR,approved,08/10/2018,"FDA Approval announced August 10, 2018."
1201,SNY,Patisiran ,Familial Amyloidotic Polyneuropathy (FAP) in Patients with ATTR,approved,08/10/2018,"FDA Approval announced August 10, 2018."
1202,TXMD,Segesterone Acetate/ Ethinyl Estradiol,Contraception,approved,08/10/2018,"FDA Approval announced August 10, 2018."
1203,GEMP,Gemcabene,Pediatric Non-Alcoholic Fatty Liver Disease (NAFLD),phase2,08/10/2018,"Phase 2 trial terminated - noted August 10, 2018."
1204,FOLD,Migalastat,Fabry Disease,approved,08/10/2018,"FDA Approval announced August 10, 2018."
1205,REGN,EYLEA,Wet AMD,crl,08/13/2018,"CRL issued August 13, 2018 - ongoing labeling discussions."
1206,AGN,ESMYA  (ulipristal acetate),Uterine Fibroids,crl,08/14/2018,"CRL issued August 21, 2018."
1207,REGN,Fasinumab,Moderate-to-severe osteoarthritis pain of the hip or knee,phase3,08/16/2018,"Phase 3 trial met co-primary endpoints - August 16, 2018. Low dose arms only."
1208,TEVA,Fasinumab,Moderate-to-severe osteoarthritis pain of the hip or knee,phase3,08/16/2018,"Phase 3 trial met co-primary endpoints - August 16, 2018. Low dose arms only."
1209,BMY,CM-32 - Opdivo+chemo,Small cell lung cancer (SCLC),approved,08/17/2018,"FDA approval announced August 17, 2018."
1210,ESPR,Bempedoic Acid/ Ezetimibe,Hypercholesterolemia,phase3,08/20/2018,"Phase 3 data released August 27, 2018."
1211,LLY,(MK-3475-189/KEYNOTE-189),First Line Metastatic Non-squamous Non-small Cell Lung Cancer (NSCLC),approved,08/20/2018,"FDA approval announced August 20, 2018."
1212,MRK,(MK-3475-189/KEYNOTE-189),First Line Metastatic Non-squamous Non-small Cell Lung Cancer (NSCLC),approved,08/20/2018,"FDA approval announced August 20, 2018."
1213,MNK,Stannsoporfin,Jaundice,crl,08/22/2018,"CRL issued August 22, 2018."
1214,NVS,BYL719 +  fulvestrant,HR + Metastatic breast cancer (MBC),phase3,08/23/2018,"Phase 3 trial met primary endpoint - August 23, 2018 with data to be presented at an upcoming medical congress."
1215,KALA,INVELTYS,Post‑operative inflammation and pain following cataract surgery,approved,08/23/2018,"FDA approval announced August 23, 2018."
1216,BHC,IDP-121 ,Acne,approved,08/24/2018,"FDA Approval announced August 24, 2018."
1217,SNNA,SNA-125,Psoriasis,phase2,08/27/2018,"Phase 1/2 data released August 27, 2018."
1218,PFE,Tafamidis (tafamidis free acid form),Transthyretin amyloid cardiomyopathy (ATTR-CM),phase3,08/27/2018,"Phase 3 positive data released August 27, 2018."
1219,TTPH,Eravacycline (TP-434) - IGNITE4,cIAI (complicated intra-abdominal infections),approved,08/27/2018,"FDA approval announced August 27, 2018."
1220,ABBV,IMBRUVICA (ibrutinib),Waldenström’s Macroglobulinemia,approved,08/27/2018,"FDA approval announced August 27, 2018."
1221,JNJ,IMBRUVICA (ibrutinib),Waldenström’s Macroglobulinemia,approved,08/27/2018,"FDA approval announced August 27, 2018."
1222,IONS,Volanesorsen - APPROACH,Familial chylomicronemia syndrome (FCS),crl,08/27/2018,"CRL issued August 27, 2018."
1223,AKCA,Volanesorsen - APPROACH,Familial chylomicronemia syndrome (FCS),crl,08/27/2018,"CRL issued August 27, 2018."
1224,PFE,Domagrozumab,Duchenne muscular dystrophy (DMD),phase2,08/30/2018,Phase 2 development terminated due to lack of efficacy.
1225,AZN,Anifrolumab,Lupus,phase3,08/31/2018,"Phase 3 TULIP 1 data released August 31, 2018. Primary endpoint not met. "
1226,AQST,Sympazan,Lennox-Gastaut Syndrome,approved,08/31/2018,"Tentative approval announced August 31, 2018."
1227,EYEG,EGP-437,Non-infectious anterior uveitis,phase3,09/04/2018,"Phase 3 data did not demonstrate non-inferiority - September 4, 2018."
1228,BCRX,BCX7353,Angioedema attacks in patients with hereditary angioedema (HAE),phase2,09/04/2018,"Phase 2 data from first cohort released September 4, 2018 with further data due 1Q 2019."
1229,LLY,Flortaucipir F 18 (Tau imaging agent),Alzheimer's disease,phase3,09/05/2018,"Phase 3 trial met primary endpoints - September 5, 2018."
1230,PRQR,Sepofarsen (QR-110 ) ILLUMINATE,Leber's Congenital Amaurosis (LCA) - Genetic blindness ,phase1.5,09/05/2018,"Phase 1/2 interim positive data presented September 5, 2018. Phase 2/3 pivotal trial to commence 1H 2019."
1231,SGMO,SB-913 - CHAMPIONS,MPS Type 2,phase1.5,09/05/2018,"Phase 1/2 initial mixed data released September 5, 2018. Further data due February at the 2019 WORLDSymposium."
1232,HSGX,NeoCart,Cartilage defects in the knee,phase3,09/05/2018,"Phase 3 data released September 5, 2018. Primary endpoint not met. To discuss with FDA possibility of filing BLA."
1233,GLPG,Filgotinib - TORTUGA,Ankylosing spondylitis,phase2,09/05/2018,"Phase 2 data released September 6, 2018. Primary endpoint met."
1234,GILD,Filgotinib - TORTUGA,Ankylosing spondylitis,phase2,09/05/2018,"Phase 2 data released September 6, 2018. Primary endpoint met."
1235,SPPI,Poziotinib,Non-small cell lung cancer (NSCLC) with exon 20 insertion mutation in EGFR or HER2,phase2,09/05/2018,"Phase 2 abstract noted ORR 58%; PFS 5.6 months. Further data to be presented September 24, 2018."
1236,IOVA,LN-144 - lifileucel,Refractory metastatic melanoma,phase2,09/06/2018,Phase 2 update noted ORR 40%.
1237,GSK,Mepolizumab,Chronic obstructive pulmonary disease (COPD) with an eosinophilic phenotype,crl,09/07/2018,"CRL issued September 7, 2018."
1238,FOLD,ATB200,Pompe Disease,phase1.5,09/10/2018,"Pivotal trial to be initiated 2H 2018, insufficient data to award accelerated approval pathway."
1239,GLPG,Filgotinib - FINCH 2,Rheumatoid arthritis (RA),phase3,09/11/2018,"Phase 3 data released September 11, 2018. Endpoints met."
1240,GILD,Filgotinib - FINCH 2,Rheumatoid arthritis (RA),phase3,09/11/2018,"Phase 3 data released September 11, 2018. Endpoints met."
1241,PFE,BAVENCIO (avelumab) and INLYTA (axitinib),Renal cell carcinoma (RCC),phase3,09/11/2018,"Phase 3 interim analysis September 11, 2018 showed improvement in PFS."
1242,MRK,ZERBAXA(ceftolozane and tazobactam),Hospital-acquired bacterial pneumonia (HABP),phase3,09/11/2018,"Phase 3 trial met primary endpoints, demonstrating non-inferiority to meropenem - September 11, 2018."
1243,INCY,Ruxolitinib,Atopic dermatitis,phase2b,09/12/2018,Phase 2b primary and key secondary endpoints met.
1244,PGNX,1404,Help visualize prostate cancer by targeting prostate specific membrane antigen (PSMA),phase3,09/12/2018,Phase 3 trial met one of two co-primary endpoints.
1245,AZN,Moxetumomab,Cancer - leukaemia,approved,09/13/2018,"Approval announced September 13, 2018."
1246,ATOS,Endoxifen,Male breast cancer and Gynecomastia,phase1,09/13/2018,"Phase 1 preliminary data September 13, 2018 noted drug met safety and tolerability objectives."
1247,TEVA,Fremanezumab,Migraine,approved,09/14/2018,"FDA Approval announced September 14, 2018."
1248,ARGX,Efgartigimod (ARGX-113),Immune thrombocytopenia (ITP),phase2,09/17/2018,"Phase 2 released September 17, 2018 - well-tolerated"
1249,VKTX,VK2809,Hypercholesterolemia and Non-Alcoholic Fatty Liver Disease,phase2,09/18/2018,"Phase 2 data released September 18, 2018 met primary and secondary endpoints."
1250,LGND,VK2809,Hypercholesterolemia and Non-Alcoholic Fatty Liver Disease,phase2,09/18/2018,"Phase 2 data released September 18, 2018 met primary and secondary endpoints."
1251,ZEAL,Dasiglucagon,Severe hypoglycemia in diabetes,phase3,09/18/2018,"Phase 3 data released September 18, 2018. Endpoints met."
1252,GALT,GR-MD-02 and pembrolizumab (KEYTRUDA),Melanoma,phase1b,09/20/2018,"Phase 1b data released September 20, 2019. ORR 50%."
1253,BIIB,BIIB112,X-linked Retinitis Pigmentosa,phase1.5,09/22/2018,"Phase 1/2 preliminary data released September 22, 2018. "
1254,ARNA,Olorinab (APD371),Pain associated with Crohn's disease,phase2,09/24/2018,"Phase 2 data released September 24, 2018."
1255,ALXN,Eculizumab,Relapsing Neuromyelitis Optica Spectrum Disorder (NMOSD),phase3,09/24/2018,"Phase 3 primary endpoint met - September 24, 2018."
1256,ANAB,ANB020 - etokimab,Severe adult eosinophilic asthma,phase2a,09/24/2018,"Phase 2a data released September 24, 2018."
1257,VSTM,Duvelisib - DUO,Chronic lymphocytic leukemia (CLL)//Small Lymphocytic Lymphoma (SLL)/Follicular Lymphoma,approved,09/24/2018,"FDA Approval announced September 24, 2018."
1258,SNDX,Entinostat plus Keytruda - ENCORE 601,"Recurrent non-small cell lung cancer (NSCLC), colorectal cancer",phase2,09/24/2018,"Phase 2 updated data to be presented September 24, 2018 did not meet prespecified ORR endpoint."
1259,AMRN,Vascepa,High Triglycerides With Mixed Dyslipidemia,phase3,09/24/2018,"Data released September 24, 2018 met primary endpoint."
1260,RHHBY,Entrectinib,Solid tumors and ROS1-positive non-small cell lung cancer (NSCLC),phase2,09/24/2018,"Phase 2 data released September 24, 2018. 77% ORR (STARTRK-2, STARTRK-1 and ALKA trials)."
1261,FBIO,CK-101,Non-small cell lung cancer (NSCLC) and other solid tumors,phase1.5,09/25/2018,"Phase 1/2 preliminary data released September 24, 2018."
1262,CKPT,CK-101,Non-small cell lung cancer (NSCLC) and other solid tumors,phase1.5,09/25/2018,"Phase 1/2 preliminary data released September 24, 2018."
1263,LLY,LOXO-292,"RET-fusion non-small cell lung cancer (NSCLC), medullary thyroid cancer (MTC) and other tumors",phase1,09/25/2018,"Phase 1 updated data released September 25, 2018. 68% ORR."
1264,TGTX,TG-1101 and TGR-1202 - UNITY-CLL study,Chronic Lymphocytic Leukemia (CLL) and non-Hodgkin's Lymphoma (NHL),phase3,09/25/2018,"Noted September 25, 2018 that primary analysis will focus on PFS rather than ORR"
1265,RARX,RA101495 SC,Atypical hemolytic uremic syndrome (aHUS),phase1b,09/26/2018,"Phase 1b PK data released September 26, 2018."
1266,ALDX,ADX-102 - topical ocular reproxalap - RENEW,Dry eye syndrome,phase2b,09/26/2018,"Phase 2b data released September 26, 2018."
1267,ZEAL,Dasiglucagon,Severe hypoglycemia in diabetes - children,phase3,09/27/2018,"Phase 3 trial initiation announced September 27, 2018."
1268,GERN,Imetelstat - IMbarkStudy,Myelofibrosis,phase23,09/27/2018,"Janssen noted September 27, 2018 not to continue collaboration."
1269,ADMP,Symjepi - low dose,Anaphylaxis,approved,09/27/2018,"FDA Approval announced September 27, 2018."
1270,ALNY,Givosiran,Acute hepatic porphyrias,phase3,09/27/2018,"Phase 3 positive interim analysis reported September 27, 2018."
1271,PFE,Dacomitinib,Non-small cell lung cancer (NSCLC) ,phase3,09/28/2018,"FDA Approval announced September 27, 2018."
1272,LLY,"Galcanezumab - EVOLVE-1, EVOLVE-2 and REGAIN",Migraine prevention,approved,09/28/2018,"FDA approval announced September 27, 2018."
1273,REGN,Cemiplimab,Cutaneous squamous cell carcinoma,approved,09/28/2018,"FDA Approval announced September 28, 2018."
1274,SNY,Cemiplimab,Cutaneous squamous cell carcinoma,approved,09/28/2018,"FDA Approval announced September 28, 2018."
1275,INSM,ARIKAYCE,Nontuberculous mycobacterial (NTM) lung disease,approved,09/28/2018,"FDA Approval announced September 28, 2018."
1276,BIIB,Raxatrigine - BIIB074 (Nav1.7 inhibitor),Painful Lumbosacral Radiculopathy (PLSR),phase2,09/30/2018,Phase 2 data released September 2018 - primary endpoint not met.
1277,AMGN,KYPROLIS (ARROW),Multiple Myeloma,approved,10/01/2018,"FDA approval announced October 1, 2018."
1278,LGND,KYPROLIS (ARROW),Multiple Myeloma,approved,10/01/2018,"FDA approval announced October 1, 2018."
1279,ATRS,XYOSTED (testosterone enanthate),Testosterone deficiency,approved,10/01/2018,"FDA Approval announced October 1, 2018."
1280,OMER,OMS721,IgA nephropathy,phase2,10/01/2018,"Phase 2 data released October 1, 2018 showed only marginal improvement compared with placebo."
1281,AVRO,AVR-RD-01 (FAB-201),Fabry disease,phase1.5,10/01/2018,"Phase 2 interim update October 1, 2018."
1282,REXN,RX-3117 in combination with Abraxane,First-line pancreatic cancer,phase2,10/02/2018,"Phase 2 preliminary data noted out of 14 patients; 1CR 3PRs, 8 SD. Full data due 2019."
1283,LLY,Ultra rapid insulin,Diabetes,phase3,10/02/2018,"Phase 3 trial met primary endpoint - noted October 2, 2018."
1284,PRTK,Omadacycline,Acute bacterial skin and skin structure infections (ABSSSI),approved,10/02/2018,"FDA Approval announced October 2, 2018."
1285,PRTK,Omadacycline,Community-acquired bacterial pneumonia (CABP),approved,10/02/2018,"FDA Approval announced October 2, 2018."
1286,PRTK,Sarecycline,Severe acne vulgaris,approved,10/02/2018,"FDA Approval announced October 2, 2018."
1287,AGN,Sarecycline,Severe acne vulgaris,approved,10/02/2018,"FDA Approval announced October 2, 2018."
1288,SRPT,Microdystrophin gene therapy,Duchenne muscular dystrophy,phase1.5,10/03/2018,"Phase 1/2 updated data released October 3, 2018."
1289,RHHBY,Hemlibra,Hemophilia,approved,10/04/2018,"FDA Approval announced October 4, 2018."
1290,CYTK,CK-2127107,Limited mobility,phase1b,10/05/2018,Phase 1b interim analysis noted lack of efficacy.
1291,CYTK,Reldesemtiv (CK-2127107),Chronic obstructive pulmonary disease (COPD),phase2,10/05/2018,"Phase 2 data did not meet endpoints - October 5, 2018."
1292,IONS,Inotersen (IONIS-TTRRx),NEURO-TTR - familial amyloid polyneuropathy (FAP).,approved,10/05/2018,"FDA Approval announced October 5, 2018,"
1293,PTCT,Inotersen (IONIS-TTRRx),NEURO-TTR - familial amyloid polyneuropathy (FAP).,approved,10/05/2018,"FDA Approval announced October 5, 2018,"
1294,AKCA,Inotersen (IONIS-TTRRx),NEURO-TTR - familial amyloid polyneuropathy (FAP).,approved,10/05/2018,"FDA Approval announced October 5, 2018,"
1295,PGNX,PyL,Prostate cancer,phase23,10/05/2018,"Phase 2/3 data noted one of two co-primary endpoints met - October 5, 2018."
1296,MNLO,Serlopitant,Refractory chronic cough,phase2,10/08/2018,"Phase 2 data released October 8, 2018. Endpoints not met."
1297,CELG,OTEZLA,Scalp Psoriasis,phase3,10/08/2018,"Phase 3 primary endpoint met - October 8, 2018."
1298,AFMD,AFM11,Non-Hodgkin lymphoma (NHL) and acute lymphoblastic leukemia (ALL),phase1,10/08/2018,"Phase 1 trial placed on clinical hold - October 8, 2018."
1299,LLY,LOXO-292,"RET-fusion non-small cell lung cancer (NSCLC), medullary thyroid cancer (MTC) and other tumors",phase1.5,10/08/2018,"Phase 1/2 updated data noted ORR of 59% - October 6, 2018."
1300,XNCR,XmAb5871,Systemic Lupus Erythematosus (SLE),phase2,10/08/2018,"Phase 2 top-line data released October 5, 2018. Primary endpoint not met."
1301,BHC,IDP-122 ,Psoriasis,approved,10/08/2018,"Tentative FDA Approval announced October 8, 2018. Final approval expected November 2018 pending the expiration of exclusivity for a related product."
1302,MRK,GARDASIL 9,Human Papilloma virus vaccine,approved,10/09/2018,"Approval announced October 5, 2018."
1303,VRTX,CTX001,Sickle cell disease,,10/10/2018,"Phase 1 IND clinical hold released October 10, 2018."
1304,CRSP,CTX001,Sickle cell disease,,10/10/2018,"Phase 1 IND clinical hold released October 10, 2018."
1305,TRVN,Oliceridine (TRV130),Moderate to severe acute pain,,10/11/2018,"Advisory Committee Meeting October 11, 2018 voted 7-8 against recommending approval."
1306,IMDZ,CMB305 ,Soft tissue sarcomas,phase3,10/11/2018,Phase 3 trial to be discontinued due to lack of efficacy.
1307,ACRX,DSUVIA (ARX-04),Moderate-to-severe acute pain following a surgical procedure,,10/12/2018,Advisory Committee Meeting voted 10-3 recommending approval.
1308,BMY,CM-331– Opdivo ,Second-line Small cell lung cancer (SCLC),phase3,10/12/2018,"Phase 3 data released October 12, 2018 - primary endpoint not met."
1309,RHHBY,Kadcyla (KATHERINE),HER2-positive breast cancer - residual invasive disease,phase3,10/15/2018,"Phase 3 data released October 15, 2018 met primary endpoint."
1310,KRYS,KB103,Epidermolysis Bullosa,phase1.5,10/15/2018,Phase 1/2 interim data on two patients met primary endpoint.
1311,EYPT,YUTIQ,Non-infectious uveitis,approved,10/15/2018,"FDA approval announced October 15, 2018."
1312,REGN,Dupixent (dupilumab),Nasal polyps,phase3,10/16/2018,"Phase 3 data released October 16, 2018 - primary and secondary endpoints met."
1313,SNY,Dupixent (dupilumab),Nasal polyps,phase3,10/16/2018,"Phase 3 data released October 16, 2018 - primary and secondary endpoints met."
1314,EIGR,Ubenimex - ULTRA ,Secondary lymphedema,phase2,10/16/2018,"Phase 2 data released October 16, 2018 did not meet endpoints."
1315,EIGR,Avexitide (Exendin 9-39),Post-Bariatric Hypoglycemia (PBH),phase2,10/16/2018,"Phase 2 data released October 16, 2018 - endpoints met."
1316,PFE,Talazoparib ,BRCA-mutated breast cancer,approved,10/16/2018,"FDA Approval announced October 16, 2018."
1317,EARS,AM-125,Vertigo,phase1,10/17/2018,"Phase 1 data released October 17, 2018 with Phase 2 trials to commence early 2018."
1318,EIGR,Pegylated Interferon Lambda (LIMT HDV),Hepatitis delta virus (HDV),phase2,10/17/2018,"Phase 2 LIMT positive data released October 17, 2018."
1319,XOMA,ACZ885 (canakinumab) ,CV risk reduction,crl,10/18/2018,"CRL announced October 18, 2018."
1320,NVS,ACZ885 (canakinumab) ,CV risk reduction,crl,10/18/2018,"CRL announced October 18, 2018."
1321,MACK,MM-121 SHERLOC,Cancer - Heregulin Positive Non-Small Cell Lung Cancer,phase2,10/19/2018,"Phase 2 trial discontinued due to futility - noted October 19, 2018."
1322,REGN,Dupixent (dupilumab),Asthma,approved,10/19/2018,"FDA approval announced October 19, 2018."
1323,SNY,Dupixent (dupilumab),Asthma,approved,10/19/2018,"FDA approval announced October 19, 2018."
1324,BLRX,BL-8040 in combination with KEYTRUDA - COMBAT trial,Pancreatic cancer,phase2,10/19/2018,Phase 2 top-line data ESMO October 2018 noted 1/29 PR; disease control 35%. 
1325,INCY,INC280,Non-small cell lung cancer,phase2,10/19/2018,"Phase 2 released October 19, 2018. ORR 72% in treatment-naive patients, 39% in previously treated patients. "
1326,NVS,INC280,Non-small cell lung cancer,phase2,10/19/2018,"Phase 2 released October 19, 2018. ORR 72% in treatment-naive patients, 39% in previously treated patients. "
